trade_count,win_rate,profit_factor,average_winning_trade_r,average_losing_trade_r,payoff_ratio,expectancy_mean_r,expectancy_median_r,r_std_dev,r_min,r_max,worst_5_trade_run_r,worst_10_trade_run_r,worst_20_trade_run_r,edr_100_trades_p50_r,edr_100_trades_p95_r,prob_maxdd_100trades_le_5r,prob_maxdd_100trades_le_7r,prob_maxdd_100trades_le_10r,losing_streak_max_p50_100trades,losing_streak_max_p95_100trades,prob_losing_streak_ge_7_100trades,prob_losing_streak_ge_10_100trades,holding_period_mean_minutes,holding_period_median_minutes,holding_period_p95_minutes,holding_period_mean_minutes_wins,holding_period_mean_minutes_losses
1443,0.7124,1.22,0.14,-0.29,0.49,0.02,0.10,0.2329,-1.0066,0.5621,-2.07,-2.60,-3.17,-1.95,-0.98,0.0138,0.0014,0.0000,3.0,5.0,0.0074,0.0000,18,13,54,12,32
