month,window_months,window_start_month,window_end_month,rolling_return_annualized_36m,rolling_max_drawdown_36m,rolling_calmar_36m,insufficient_months,rolling_volatility_annualized_36m,rolling_sharpe_annualized_36m,rolling_sortino_annualized_36m,active_months_count_36m,active_months_share_36m,positive_months_count_36m,negative_months_count_36m,insufficient_negative_months,positive_months_share_36m,negative_months_share_36m,rolling_omega_36m_target_0m,rolling_var_95_36m,rolling_es_95_36m,rolling_tail_ratio_p95_p5_36m,rolling_max_drawdown_36m_xrisk,rolling_var_95_36m_xrisk,rolling_es_95_36m_xrisk
2010-12,36,2008-01,2010-12,0.0414,-0.0584,0.71,False,0.0431,0.97,1.03,36,1.0000,27,9,False,0.7500,0.2500,2.14,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-01,36,2008-02,2011-01,0.0420,-0.0584,0.72,False,0.0432,0.98,1.04,36,1.0000,27,9,False,0.7500,0.2500,2.16,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-02,36,2008-03,2011-02,0.0404,-0.0584,0.69,False,0.0433,0.94,1.02,36,1.0000,26,10,False,0.7222,0.2778,2.09,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-03,36,2008-04,2011-03,0.0419,-0.0584,0.72,False,0.0433,0.97,1.06,36,1.0000,27,9,False,0.7500,0.2500,2.13,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-04,36,2008-05,2011-04,0.0450,-0.0584,0.77,False,0.0423,1.06,1.12,36,1.0000,27,9,False,0.7500,0.2500,2.31,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-05,36,2008-06,2011-05,0.0414,-0.0584,0.71,False,0.0427,0.97,1.09,36,1.0000,26,10,False,0.7222,0.2778,2.14,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-06,36,2008-07,2011-06,0.0418,-0.0584,0.72,False,0.0427,0.98,1.10,36,1.0000,26,10,False,0.7222,0.2778,2.15,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-07,36,2008-08,2011-07,0.0408,-0.0584,0.70,False,0.0427,0.96,1.07,36,1.0000,26,10,False,0.7222,0.2778,2.12,-0.0173,-0.0296,1.23,5.84,1.73,2.96
2011-08,36,2008-09,2011-08,0.0356,-0.0356,1.00,False,0.0423,0.85,0.96,36,1.0000,25,11,False,0.6944,0.3056,1.97,-0.0173,-0.0296,1.23,3.56,1.73,2.96
2011-09,36,2008-10,2011-09,0.0412,-0.0234,1.76,False,0.0398,1.04,1.21,36,1.0000,25,11,False,0.6944,0.3056,2.31,-0.0101,-0.0254,2.11,2.34,1.01,2.54
2011-10,36,2008-11,2011-10,0.0563,-0.0234,2.40,False,0.0324,1.71,3.65,36,1.0000,26,10,False,0.7222,0.2778,3.82,-0.0081,-0.0118,2.61,2.34,0.81,1.18
2011-11,36,2008-12,2011-11,0.0494,-0.0234,2.11,False,0.0321,1.52,3.36,36,1.0000,25,11,False,0.6944,0.3056,3.32,-0.0081,-0.0118,2.61,2.34,0.81,1.18
2011-12,36,2009-01,2011-12,0.0412,-0.0234,1.76,False,0.0293,1.39,2.82,36,1.0000,25,11,False,0.6944,0.3056,2.94,-0.0081,-0.0118,1.79,2.34,0.81,1.18
2012-01,36,2009-02,2012-01,0.0341,-0.0152,2.25,False,0.0278,1.22,2.32,36,1.0000,24,12,False,0.6667,0.3333,2.59,-0.0081,-0.0118,1.47,1.52,0.81,1.18
2012-02,36,2009-03,2012-02,0.0391,-0.0130,3.00,False,0.0270,1.43,2.60,36,1.0000,25,11,False,0.6944,0.3056,3.08,-0.0076,-0.0116,1.58,1.30,0.76,1.16
2012-03,36,2009-04,2012-03,0.0431,-0.0130,3.31,False,0.0251,1.70,4.54,36,1.0000,25,11,False,0.6944,0.3056,3.88,-0.0070,-0.0077,1.73,1.30,0.70,0.77
2012-04,36,2009-05,2012-04,0.0411,-0.0130,3.15,False,0.0251,1.62,4.33,36,1.0000,24,11,False,0.6667,0.3056,3.75,-0.0070,-0.0077,1.73,1.30,0.70,0.77
2012-05,36,2009-06,2012-05,0.0377,-0.0130,2.90,False,0.0251,1.49,3.98,36,1.0000,23,12,False,0.6389,0.3333,3.47,-0.0070,-0.0077,1.73,1.30,0.70,0.77
2012-06,36,2009-07,2012-06,0.0338,-0.0187,1.80,False,0.0263,1.28,2.99,36,1.0000,22,13,False,0.6111,0.3611,2.79,-0.0076,-0.0094,1.58,1.87,0.76,0.94
2012-07,36,2009-08,2012-07,0.0303,-0.0251,1.21,False,0.0268,1.13,2.75,36,1.0000,21,14,False,0.5833,0.3889,2.45,-0.0076,-0.0094,1.58,2.51,0.76,0.94
2012-08,36,2009-09,2012-08,0.0321,-0.0251,1.28,False,0.0271,1.18,2.91,36,1.0000,21,14,False,0.5833,0.3889,2.53,-0.0076,-0.0094,1.58,2.51,0.76,0.94
2012-09,36,2009-10,2012-09,0.0312,-0.0251,1.24,False,0.0272,1.14,2.84,36,1.0000,20,15,False,0.5556,0.4167,2.45,-0.0076,-0.0094,1.58,2.51,0.76,0.94
2012-10,36,2009-11,2012-10,0.0288,-0.0251,1.15,False,0.0270,1.07,2.63,36,1.0000,20,15,False,0.5556,0.4167,2.35,-0.0076,-0.0094,1.58,2.51,0.76,0.94
2012-11,36,2009-12,2012-11,0.0268,-0.0251,1.07,False,0.0272,0.98,2.53,36,1.0000,19,16,False,0.5278,0.4444,2.18,-0.0076,-0.0094,1.58,2.51,0.76,0.94
2012-12,36,2010-01,2012-12,0.0249,-0.0251,0.99,False,0.0272,0.92,2.31,36,1.0000,18,17,False,0.5000,0.4722,2.10,-0.0076,-0.0094,1.58,2.51,0.76,0.94
2013-01,36,2010-02,2013-01,0.0186,-0.0272,0.68,False,0.0271,0.69,1.74,36,1.0000,17,18,False,0.4722,0.5000,1.75,-0.0076,-0.0094,1.58,2.72,0.76,0.94
2013-02,36,2010-03,2013-02,0.0183,-0.0272,0.67,False,0.0271,0.68,1.71,36,1.0000,17,18,False,0.4722,0.5000,1.74,-0.0076,-0.0094,1.58,2.72,0.76,0.94
2013-03,36,2010-04,2013-03,0.0164,-0.0272,0.60,False,0.0268,0.62,1.55,36,1.0000,17,18,False,0.4722,0.5000,1.66,-0.0076,-0.0094,1.58,2.72,0.76,0.94
2013-04,36,2010-05,2013-04,0.0197,-0.0272,0.72,False,0.0268,0.74,1.79,36,1.0000,18,17,False,0.5000,0.4722,1.83,-0.0076,-0.0094,1.58,2.72,0.76,0.94
2013-05,36,2010-06,2013-05,0.0091,-0.0272,0.33,False,0.0207,0.45,0.84,36,1.0000,17,18,False,0.4722,0.5000,1.38,-0.0076,-0.0094,1.34,2.72,0.76,0.94
2013-06,36,2010-07,2013-06,0.0051,-0.0272,0.19,False,0.0201,0.26,0.49,36,1.0000,16,19,False,0.4444,0.5278,1.21,-0.0076,-0.0094,1.34,2.72,0.76,0.94
2013-07,36,2010-08,2013-07,0.0036,-0.0272,0.13,False,0.0198,0.19,0.35,36,1.0000,16,19,False,0.4444,0.5278,1.15,-0.0076,-0.0094,1.34,2.72,0.76,0.94
2013-08,36,2010-09,2013-08,0.0067,-0.0272,0.25,False,0.0192,0.36,0.65,36,1.0000,17,18,False,0.4722,0.5000,1.31,-0.0071,-0.0091,1.42,2.72,0.71,0.91
2013-09,36,2010-10,2013-09,0.0073,-0.0272,0.27,False,0.0192,0.39,0.72,36,1.0000,18,17,False,0.5000,0.4722,1.33,-0.0071,-0.0091,1.42,2.72,0.71,0.91
2013-10,36,2010-11,2013-10,0.0039,-0.0272,0.14,False,0.0181,0.22,0.39,36,1.0000,18,17,False,0.5000,0.4722,1.18,-0.0071,-0.0091,1.29,2.72,0.71,0.91
2013-11,36,2010-12,2013-11,0.0034,-0.0272,0.12,False,0.0180,0.20,0.34,36,1.0000,18,17,False,0.5000,0.4722,1.16,-0.0071,-0.0091,1.29,2.72,0.71,0.91
2013-12,36,2011-01,2013-12,0.0000,-0.0272,0.00,False,0.0171,0.01,0.01,36,1.0000,17,18,False,0.4722,0.5000,1.00,-0.0071,-0.0091,1.05,2.72,0.71,0.91
2014-01,36,2011-02,2014-01,-0.0037,-0.0272,-0.14,False,0.0154,-0.23,-0.35,36,1.0000,17,18,False,0.4722,0.5000,0.84,-0.0071,-0.0091,0.87,2.72,0.71,0.91
2014-02,36,2011-03,2014-02,-0.0028,-0.0272,-0.10,False,0.0153,-0.18,-0.26,36,1.0000,18,17,False,0.5000,0.4722,0.88,-0.0071,-0.0091,0.87,2.72,0.71,0.91
2014-03,36,2011-04,2014-03,-0.0040,-0.0241,-0.17,False,0.0151,-0.26,-0.37,36,1.0000,18,17,False,0.5000,0.4722,0.82,-0.0071,-0.0091,0.87,2.41,0.71,0.91
2014-04,36,2011-05,2014-04,-0.0021,-0.0241,-0.09,False,0.0148,-0.13,-0.18,35,0.9722,18,16,False,0.5000,0.4444,0.90,-0.0071,-0.0091,0.87,2.41,0.71,0.91
2014-05,36,2011-06,2014-05,0.0002,-0.0241,0.01,False,0.0142,0.02,0.03,34,0.9444,18,15,False,0.5000,0.4167,1.02,-0.0071,-0.0091,0.87,2.41,0.71,0.91
