n_trades,hit_rate,profit_factor,avg_win_r,avg_loss_r,payoff_ratio,expectancy_r_mean,expectancy_r_median,std_r,min_r,max_r
2736,0.695175,1.176,0.391498,-0.759458,0.515,0.040659,0.30841,0.585449,-1.018787,0.603747
