months,bootstrap_B,block_len_months,cagr_p05,cagr_p50,cagr_p95,maxdd_p50,maxdd_p95,p_cagr_lt_0,p_maxdd_lt_-0.30
199,5000,3,0.053623,0.100433,0.151837,-0.172811,-0.110967,0.0004,0.0378
