trade_count,win_rate,profit_factor,average_winning_trade_r,average_losing_trade_r,payoff_ratio,expectancy_mean_r,expectancy_median_r,r_std_dev,r_min,r_max,worst_5_trade_run_r,worst_10_trade_run_r,worst_20_trade_run_r,edr_100_trades_p50_r,edr_100_trades_p95_r,prob_maxdd_100trades_le_5r,prob_maxdd_100trades_le_7r,prob_maxdd_100trades_le_10r,losing_streak_max_p50_100trades,losing_streak_max_p95_100trades,prob_losing_streak_ge_7_100trades,prob_losing_streak_ge_10_100trades,holding_period_mean_minutes,holding_period_median_minutes,holding_period_p95_minutes,holding_period_mean_minutes_wins,holding_period_mean_minutes_losses
1443,0.7401,1.46,0.39,-0.75,0.51,0.09,0.34,0.5545,-1.0209,0.5935,-3.74,-4.67,-5.64,-3.87,-2.10,0.2462,0.0618,0.0068,3.0,5.0,0.0028,0.0000,18,13,54,13,32
