n_trades,hit_rate,profit_factor,avg_win_r,avg_loss_r,payoff_ratio,expectancy_r_mean,expectancy_r_median,std_r,min_r,max_r
2736,0.695175,1.176,0.392208,-0.760768,0.516,0.040753,0.30875,0.586468,-1.01481,0.60735
