n_trades,hit_rate,profit_factor,avg_win_r,avg_loss_r,payoff_ratio,expectancy_r_mean,expectancy_r_median,std_r,min_r,max_r
2736,0.689693,1.118,0.382785,-0.760923,0.503,0.027885,0.298395,0.587117,-1.03247,0.60549
