months,bootstrap_B,block_len_months,cagr_p05,cagr_p50,cagr_p95,maxdd_p50,maxdd_p95,p_cagr_lt_0,p_maxdd_lt_-0.30
199,5000,3,0.03672,0.067364,0.100512,-0.117206,-0.074374,0.0004,0.0026
