trade_count,win_rate,profit_factor,average_winning_trade_r,average_losing_trade_r,payoff_ratio,expectancy_mean_r,expectancy_median_r,r_std_dev,r_min,r_max
342,0.7047,1.22,0.37,-0.73,0.51,0.05,0.28,0.5614,-1.0193,0.5727
