months,bootstrap_B,block_len_months,cagr_p05,cagr_p50,cagr_p95,maxdd_p50,maxdd_p95,p_cagr_lt_0,p_maxdd_lt_-0.30
199,5000,3,0.028919,0.058801,0.090788,-0.125463,-0.079322,0.0006,0.0042
