period_start_month,period_end_month,dd_observations_count,dd_episodes_count,drawdown_p90_full_period,drawdown_p95_full_period,drawdown_p99_full_period,underwater_duration_p90_full_period,underwater_duration_p95_full_period,drawdown_p90_full_period_xrisk,drawdown_p95_full_period_xrisk,drawdown_p99_full_period_xrisk
2008-01,2025-08,132,20,-0.0035,-0.0024,-0.0002,19,27,0.35,0.24,0.02
