period_start_month,period_end_month,dd_observations_count,dd_episodes_count,drawdown_p90_full_period,drawdown_p95_full_period,drawdown_p99_full_period,underwater_duration_p90_full_period,underwater_duration_p95_full_period,drawdown_p90_full_period_xrisk,drawdown_p95_full_period_xrisk,drawdown_p99_full_period_xrisk
2008-01,2025-08,108,23,-0.0027,-0.0021,-0.0005,16,18,0.27,0.21,0.05
