n_trades,hit_rate,profit_factor,avg_win_r,avg_loss_r,payoff_ratio,expectancy_r_mean,expectancy_r_median,std_r,min_r,max_r
2736,0.692982,1.154,0.388769,-0.760521,0.511,0.035917,0.30486,0.586744,-1.02157,0.60487
